Genbank.ClusterNum	PKS_KS	PKS_KR	PKS_DH	PKS_ER
AM746676.10	0	0	0	0
AM746676.11	0	0	0	0
AM746676.12	0	0	0	0
AM746676.13	0	0	0	0
AM746676.14	0	0	0	0
AM746676.15	0	0	0	0
AM746676.16	21	15	7	1
AM746676.17	0	0	0	0
AM746676.18	0	0	0	0
AM746676.19	0	0	0	0
AM746676.2	0	0	0	0
AM746676.20	0	1	0	0
AM746676.21	18	15	6	0
AM746676.22	0	0	0	0
AM746676.23	1	2	0	0
AM746676.24	0	0	0	0
AM746676.25	0	0	0	0
AM746676.26	0	0	0	0
AM746676.27	0	0	0	0
AM746676.28	0	0	0	0
AM746676.29	1	0	0	0
AM746676.3	1	1	0	0
AM746676.30	0	0	0	0
AM746676.31	0	0	0	0
AM746676.32	0	0	0	0
AM746676.33	0	0	0	0
AM746676.34	0	0	0	0
AM746676.35	1	1	0	0
AM746676.36	0	0	0	0
AM746676.37	0	0	0	0
AM746676.38	0	0	0	0
AM746676.4	0	0	0	0
AM746676.5	0	0	0	0
AM746676.6	0	0	0	0
AM746676.7	0	0	0	0
AM746676.8	0	0	0	0
AM746676.9	0	0	0	0
AM747720.1	0	0	0	0
AM747720.2	0	0	0	0
AM747720.3	0	0	0	0
AM747720.4	0	0	0	0
AM747720.5	0	0	0	0
AM747720.6	1	3	1	1
AM778535.1	6	4	4	1
AM778943.1	1	2	1	0
AM778955.1	2	1	1	0
AM778955.2	0	3	0	0
AM779763.1	1	1	1	1
AM889285.1	0	0	0	0
AM889285.2	0	0	0	0
AM889285.3	0	0	0	0
AM889285.4	0	0	0	0
AM889285.5	1	1	1	1
AM889285.6	0	0	0	0
AM889285.7	0	0	0	0
AM889285.8	0	0	0	0
AM902716.1	0	0	0	0
AM902716.2	0	0	0	0
AM902716.3	1	1	1	1
AM902716.4	0	0	0	0
AM902716.5	0	0	0	0
AM902716.6	0	0	0	0
AM902716.7	0	0	0	0
AM920431.1	1	1	1	1
AM920431.2	1	1	1	3
AM920431.3	0	0	0	0
AM920431.4	1	1	1	1
AM920431.5	0	0	0	0
AM920431.6	1	1	1	1
AM920431.7	1	1	1	1
AM920436.1	1	1	1	1
AM920436.10	1	1	1	1
AM920436.11	0	0	0	0
AM920436.12	1	0	0	0
AM920436.13	0	0	0	0
AM920436.14	0	0	0	0
AM920436.2	0	0	0	1
AM920436.3	2	3	2	2
AM920436.4	1	1	1	1
AM920436.5	2	1	1	1
AM920436.6	1	0	0	0
AM920436.7	2	1	1	1
AM920436.8	0	0	0	0
AM920436.9	0	0	0	0
AM920437.1	0	0	0	0
AM920437.2	1	1	1	0
AM920437.3	0	0	0	0
AM920437.4	0	0	0	0
AM920437.5	0	0	0	0
AM920437.6	0	0	0	0
AM920437.7	0	0	0	0
AM920437.8	1	1	1	1
AM920437.9	0	0	0	0
AM920689.1	0	0	0	0
AM920689.2	0	0	0	0
AM920689.3	0	0	0	0
AM920689.4	0	0	0	0
AM920689.5	0	0	0	0
AM920689.6	0	1	0	0
AM920689.7	0	0	0	0
AM942444.1	1	0	0	0
AM942444.2	0	0	0	0
AM942444.3	0	0	0	0
AM942444.4	0	0	0	0
AM944567.1	1	0	0	0
AM992894.1	8	8	6	3
AMCI01001645.1	0	0	0	0
AMCJ01000155.1	1	1	1	1
AMCU01000045.1	1	2	1	1
AMCU01000047.1	3	1	1	1
AMCU01000120.1	2	0	0	0
AMCV01000097.1	2	0	0	0
AMCV01000411.1	0	1	1	0
AMCV01000411.2	0	0	0	0
AMCV01001448.1	2	1	1	0
AMCV01003248.1	1	0	0	0
AMCV01003494.1	1	0	0	0
AMCV01004486.1	1	0	1	0
AMCV01006438.1	0	0	0	0
AMCV01006438.2	0	0	0	0
AMDI01000033.1	0	0	0	0
AMDI01000102.1	1	2	1	1
AMDJ01000020.1	0	0	0	0
AMDJ01000185.1	3	2	1	1
AMDJ01000208.1	2	1	1	0
AMDK01000092.1	1	1	1	2
AMDK01000281.1	1	1	1	0
AMDK01000466.1	2	1	1	0
AMFJ01008176.1	1	1	0	0
AMFJ01011445.1	1	0	0	0
AMFJ01017512.1	1	1	1	1
AMFJ01028287.1	1	1	0	0
AMFJ01033965.1	1	1	0	0
AMGP01000431.1	1	0	1	2
AMGP01002114.1	0	0	0	1
AMGQ01000638.1	1	1	1	0
AMQN01003010.1	1	1	0	0
AMQN01008703.1	1	0	0	0
AMQN01011579.1	1	1	0	1
AMRF01000031.1	1	2	2	1
AMRR01000733.1	2	1	2	1
AMRR01001249.1	0	1	1	1
AMRR01001258.1	0	0	0	0
AMRR01002101.1	2	2	1	1
AMRR01002852.1	1	0	0	0
AMRR01003644.1	1	1	1	0
AMRR01004152.1	1	0	0	0
AMRR01004323.1	1	0	1	0
AMTB01000042.1	1	0	0	0
AMWB02090588.1	1	0	0	0
AMWB02106208.1	1	1	0	0
AMWB02158164.1	1	1	0	0
AMYD01000051.1	2	3	2	2
AMYD01000294.1	1	1	1	0
AMYD01000476.1	1	1	1	1
AMYD01000544.1	1	1	1	1
AMYD01000627.1	1	1	1	1
AMYD01000811.1	1	0	0	0
AMYD01000973.1	1	0	0	0
AMYD01000974.1	1	1	1	1
AMYD01001015.1	1	0	1	0
AMYD01001104.1	1	0	1	0
AMYD01001300.1	1	0	1	0
AMYD01001382.1	1	1	1	1
AMYD01001389.1	1	0	0	0
AMYD01001457.1	1	1	1	1
AMYD01001478.1	1	0	0	0
AMYD01001499.1	1	4	2	0
AMYD01001758.1	0	0	0	0
AMYD01001760.1	1	3	1	1
AMYD01001870.1	1	1	1	1
AMYD01001926.1	1	1	1	0
AMYD01002186.1	1	1	1	1
AMYD01002449.1	2	0	1	0
AMYD01004294.1	1	1	1	0
AMYF01000058.1	1	0	0	0
AMYF01000082.1	1	1	1	1
AMYF01000170.1	2	1	1	1
ANAT01000006.1	1	1	0	0
ANAT01000006.2	14	9	8	1
ANAT01000006.3	12	11	3	0
ANAT01000034.1	3	1	3	0
ANAT01000040.1	6	4	3	1
ANAX01000295.1	1	0	0	0
ANAZ01000003.1	0	0	0	0
ANAZ01000003.2	0	0	0	0
ANAZ01000003.3	0	0	0	0
ANAZ01000003.4	0	0	0	0
ANBA01000020.1	0	2	0	0
ANBA01000020.2	0	0	0	0
ANBB01000039.1	0	1	0	0
ANBB01000039.2	0	0	0	0
ANBG01000109.1	0	0	0	0
ANBJ01000060.1	3	1	0	0
ANBJ01000075.1	0	0	0	0
ANBJ01000129.1	1	1	1	0
ANBK01003308.1	3	3	0	0
ANCB01014264.1	1	0	0	0
ANFV01000041.1	2	1	1	1
ANFV01000055.1	2	1	1	1
ANFV01000056.1	1	0	1	1
ANFV01000056.2	0	0	0	0
ANFV01000114.1	2	1	1	1
ANFV01000114.2	0	0	0	0
ANFV01000167.1	1	1	1	0
ANHP01000019.1	2	1	1	1
ANHP01000092.1	1	1	0	0
ANHP01000141.1	0	0	1	1
ANHP01000266.1	1	1	1	0
ANHP01000280.1	2	0	0	0
ANHX01000055.1	0	1	0	0
ANHX01000055.2	0	0	0	0
ANIS01008672.1	0	0	1	0
ANOV01004413.1	1	1	1	1
ANSL02001318.1	2	0	0	0
ANSM01000062.1	1	0	1	0
ANSM01000424.1	1	1	1	0
ANSM01001487.1	1	1	0	0
ANSM01002062.1	2	0	0	0
ANSM01002376.1	1	1	1	1
ANSM01002631.1	1	0	0	0
ANSM01003628.1	1	0	1	0
ANSM01003982.1	1	1	1	1
ANSM01005319.1	2	0	1	1
ANSM01007138.1	1	0	1	0
ANSM01007528.1	3	0	0	0
ANSM01007981.1	2	1	1	1
AOCH01000155.1	0	1	1	1
AOCH01002499.1	2	1	1	1
AOCH01003624.1	1	0	1	0
AOCH01003892.1	1	0	0	0
AOCH01003894.1	0	0	0	0
AOCH01008132.1	1	1	1	1
AOCU01234732.1	2	1	1	0
AOFJ01000018.1	2	1	1	0
AOFP01000623.1	3	2	0	2
AOHE01000005.1	0	0	0	1
AOHE01000006.1	0	0	0	0
AOHE01000018.1	1	1	1	0
AOHE01000023.1	2	1	1	1
AOHE01000023.2	3	1	1	1
AOHE01000051.1	0	0	0	0
AOHE01000054.1	4	2	2	2
AOHE01000146.1	2	0	1	2
AOHE01000149.1	2	1	1	2
AOHE01000154.1	2	1	1	1
AOHE01000154.2	0	0	0	0
AOHE01000183.1	3	1	1	1
AOHE01000184.1	3	1	1	1
AOHE01000190.1	3	0	1	0
AOHE01000190.2	1	0	0	0
AOHE01000194.1	0	1	1	3
AOKT01000343.1	1	1	0	0
AOKW01000193.1	0	0	0	0
AOKW01000193.2	1	0	0	0
AOKY01000256.1	1	1	1	1
AOKY01000256.2	1	1	1	0
AOKY01000387.1	1	1	1	1
AOKY01000721.1	1	1	1	1
AOLC01000061.1	2	0	0	1
AOMH01007174.1	0	1	0	1
AOMH01019450.1	2	2	0	0
AOMQ01000004.1	1	1	1	1
AOOT01125433.1	1	1	1	0
AOOT01125434.1	0	1	1	0
AOQB01000051.1	5	1	1	1
AOQB01000051.2	1	1	0	0
AOQF01000016.1	5	1	1	1
AOQF01000016.2	1	1	0	0
AOQF01000032.1	3	1	1	1
AOQH01000003.1	2	0	0	0
AOQH01000062.1	0	1	0	0
AOQH01000062.2	6	1	1	1
AOQI01000034.1	2	0	1	1
AOQI01000252.1	1	0	0	0
AOQI01000327.1	7	0	0	0
AOQJ01000338.1	13	1	1	1
AOQJ01000338.2	0	1	0	0
AOQK01000058.1	1	1	0	0
AOQK01000058.2	5	1	1	1
AOQL01000099.1	9	1	1	1
AOQL01000099.2	1	1	0	0
AORD01000269.1	2	1	1	0
AOSW01000585.1	1	0	1	0
AOSW01002330.1	1	0	0	0
AOSW01003260.1	1	0	1	0
AOSW01003765.1	1	0	1	0
AOSW01004555.1	1	0	0	0
AOSW01005389.1	1	0	1	1
AOSW01007795.1	0	0	0	0
AOSW01007912.1	1	1	1	1
AOSW01008096.1	1	1	1	0
AOSW01008517.1	2	1	1	1
AOTE01002168.1	2	1	1	1
AOTG01000068.1	1	0	1	0
AOTG01000107.1	1	1	1	1
AOTG01000223.1	2	1	1	2
AOTG01000230.1	1	0	0	0
AOTG01000515.1	1	1	1	1
AOTG01000517.1	1	1	1	1
AOTG01000530.1	1	2	1	0
AOTG01000599.1	2	0	0	0
AOUM01000002.1	2	0	1	1
AOUM01000002.2	1	2	1	1
AOUM01000021.1	1	0	0	0
AOUM01000025.1	1	1	1	1
AOUM01000033.1	1	0	0	0
AOUM01000064.1	1	1	1	0
AP006618.1	1	0	0	0
AP006618.10	0	0	0	0
AP006618.11	0	0	0	0
AP006618.12	0	0	0	0
AP006618.13	1	3	1	1
AP006618.14	0	1	0	1
AP006618.15	0	0	0	0
AP006618.16	0	0	0	0
AP006618.17	2	4	1	1
AP006618.18	0	0	0	0
AP006618.19	0	0	0	0
AP006618.2	0	0	0	0
AP006618.20	0	0	0	0
AP006618.21	0	0	0	0
AP006618.22	0	0	0	0
AP006618.23	0	0	0	0
AP006618.24	0	0	0	0
AP006618.3	0	0	0	0
AP006618.4	1	1	0	0
AP006618.5	0	0	0	0
AP006618.6	0	0	0	0
AP006618.7	0	0	0	0
AP006618.8	0	0	0	0
AP006618.9	0	0	0	0
AP007154.1	0	0	0	0
AP007154.2	0	2	0	0
AP007154.3	0	1	0	2
AP007154.4	1	1	1	2
AP007154.5	1	1	1	1
AP007154.6	1	0	0	0
AP007154.7	1	1	1	1
AP007154.8	0	0	0	0
AP007154.9	0	0	0	0
AP007159.1	2	2	0	0
AP007159.2	1	1	1	1
AP007159.3	0	0	0	0
AP007159.4	0	1	0	0
AP007255.1	0	0	0	0
AP007255.2	1	1	1	0
AP007255.3	0	0	0	0
AP007255.4	0	0	0	0
AP007255.5	0	0	0	0
AP008230.1	0	0	0	0
AP008230.2	0	0	0	0
AP008230.3	0	0	0	0
AP008230.4	0	0	0	0
AP008230.5	0	0	0	0
AP008955.1	0	0	0	0
AP008955.10	0	0	0	0
AP008955.11	0	0	0	0
AP008955.12	0	0	0	0
AP008955.13	14	8	8	0
AP008955.14	0	0	0	0
AP008955.15	0	0	0	0
AP008955.16	0	0	0	0
AP008955.17	0	0	0	0
AP008955.2	0	0	0	0
AP008955.3	0	0	0	0
AP008955.4	0	0	0	0
AP008955.5	0	0	0	0
AP008955.6	0	0	0	0
AP008955.7	0	0	0	0
AP008955.8	2	1	0	1
AP008955.9	1	0	0	0
AP008957.1	1	0	0	0
AP008957.10	0	0	0	0
AP008957.11	0	3	0	0
AP008957.12	0	0	0	0
AP008957.13	0	1	0	0
AP008957.14	0	0	0	0
AP008957.15	0	0	0	0
AP008957.16	0	0	0	0
AP008957.17	0	0	0	0
AP008957.18	0	0	0	0
AP008957.19	0	0	0	0
AP008957.2	1	1	1	1
AP008957.20	0	0	0	0
AP008957.21	0	0	0	0
AP008957.3	0	0	0	0
AP008957.4	0	0	0	0
AP008957.5	0	0	0	0
AP008957.6	0	0	0	1
AP008957.7	0	0	0	0
AP008957.8	0	1	0	0
AP008957.9	0	1	0	1
AP009153.1	0	0	0	0
AP009153.2	0	0	0	0
AP009153.3	0	0	0	0
AP009153.4	0	0	0	0
AP009153.5	0	0	0	0
AP009153.6	0	1	0	0
AP009153.7	0	0	0	0
AP009153.8	0	0	0	0
AP009384.1	1	2	1	2
AP009384.10	0	0	0	0
AP009384.2	0	0	0	0
AP009384.3	0	0	0	0
AP009384.4	0	0	0	0
AP009384.5	0	0	0	0
AP009384.6	0	0	0	0
AP009384.7	0	0	0	0
AP009384.8	0	0	0	0
AP009384.9	0	0	0	0
AP009493.1	0	0	0	0
AP009493.10	1	2	1	2
AP009493.11	0	0	0	0
AP009493.12	0	0	0	0
AP009493.13	0	0	0	0
AP009493.14	0	0	0	0
AP009493.15	0	0	0	0
AP009493.16	0	0	0	0
AP009493.17	0	0	0	0
AP009493.18	0	0	0	0
AP009493.19	0	0	0	0
AP009493.2	0	0	0	0
AP009493.20	0	0	0	0
AP009493.21	0	0	0	0
AP009493.22	1	1	0	0
AP009493.23	0	0	0	0
AP009493.24	3	1	0	0
AP009493.25	0	0	0	0
AP009493.26	0	0	0	0
AP009493.27	0	0	0	0
AP009493.28	0	0	0	0
AP009493.29	0	0	0	0
AP009493.3	1	1	0	0
AP009493.30	0	0	0	0
AP009493.31	0	0	0	0
AP009493.32	0	0	0	0
AP009493.33	0	0	0	0
AP009493.34	0	0	0	0
AP009493.35	13	11	5	3
AP009493.36	12	11	6	2
AP009493.37	8	7	7	1
AP009493.38	0	0	0	0
AP009493.39	0	1	0	0
AP009493.4	0	0	0	1
AP009493.40	10	6	4	0
AP009493.41	0	0	0	0
AP009493.42	0	0	0	0
AP009493.43	0	0	0	0
AP009493.5	0	0	0	0
AP009493.6	0	0	0	0
AP009493.7	1	2	0	1
AP009493.8	0	1	0	1
AP009493.9	0	0	0	0
AP009552.1	0	0	0	0
AP009552.10	4	3	2	0
AP009552.11	0	0	0	0
AP009552.12	0	0	0	0
AP009552.13	0	3	0	0
AP009552.14	0	0	0	0
AP009552.2	1	1	1	0
AP009552.3	0	0	0	0
AP009552.4	0	0	0	0
AP009552.5	0	0	0	0
AP009552.6	0	0	0	0
AP009552.7	0	0	0	0
AP009552.8	3	2	0	0
AP009552.9	0	0	0	0
AP010655.1	0	0	0	0
AP010655.2	0	0	0	0
AP010655.3	0	0	0	0
AP010655.4	0	0	0	0
AP010655.5	0	0	0	0
AP010655.6	2	0	0	0
AP010655.7	1	0	0	0
AP010947.1	3	2	2	2
AP010947.2	1	1	0	0
AP010947.3	0	0	0	0
AP010947.4	0	1	0	1
AP010947.5	0	0	0	0
AP010947.6	0	0	0	0
AP010950.1	1	1	1	0
AP010968.1	0	0	0	0
AP010968.10	0	0	0	0
AP010968.11	0	0	0	0
AP010968.12	0	0	0	0
AP010968.13	0	0	0	0
AP010968.14	0	0	0	0
AP010968.15	0	0	0	0
AP010968.16	0	0	0	0
AP010968.17	0	0	0	0
AP010968.18	2	1	0	0
AP010968.19	0	0	0	0
AP010968.2	0	0	0	0
AP010968.20	0	0	0	0
AP010968.21	0	0	0	0
AP010968.22	0	0	0	0
AP010968.23	0	0	0	0
AP010968.24	0	0	0	0
AP010968.25	0	0	0	0
AP010968.26	0	0	0	0
AP010968.27	0	0	0	0
AP010968.28	0	2	0	0
AP010968.29	0	0	0	0
AP010968.3	0	0	0	0
AP010968.30	0	0	0	0
AP010968.31	0	0	0	0
AP010968.32	0	0	0	0
AP010968.33	0	0	0	0
AP010968.34	7	3	1	1
AP010968.35	2	1	0	0
AP010968.36	0	0	0	0
AP010968.37	0	0	0	0
AP010968.38	0	0	0	0
AP010968.39	14	10	2	1
AP010968.4	0	0	0	0
AP010968.40	0	0	0	0
AP010968.41	0	0	0	0
AP010968.42	12	11	5	1
AP010968.43	0	0	0	0
AP010968.44	0	0	0	0
AP010968.45	0	0	0	0
AP010968.5	0	0	0	0
AP010968.6	0	0	0	0
AP010968.7	0	0	0	0
AP010968.8	0	0	0	0
AP010968.9	0	0	0	0
AP010969.1	0	0	0	0
AP010969.2	0	0	0	0
AP010969.3	0	1	0	1
AP011115.1	0	0	0	0
AP011115.10	0	7	0	1
AP011115.11	0	1	0	1
AP011115.12	0	0	0	0
AP011115.13	0	0	0	2
AP011115.14	0	1	0	0
AP011115.15	0	0	0	0
AP011115.16	1	0	0	0
AP011115.17	2	2	2	0
AP011115.18	0	0	0	0
AP011115.19	0	0	0	0
AP011115.2	0	1	0	0
AP011115.20	0	0	0	0
AP011115.21	0	2	0	0
AP011115.22	0	1	0	0
AP011115.23	0	0	0	0
AP011115.24	0	0	0	0
AP011115.25	0	0	0	0
AP011115.26	0	1	0	0
AP011115.27	1	1	0	0
AP011115.3	0	0	0	0
AP011115.4	0	0	0	0
AP011115.5	0	0	0	0
AP011115.6	0	0	0	0
AP011115.7	0	0	0	0
AP011115.8	0	0	0	0
AP011115.9	1	0	0	0
AP012057.1	2	5	0	0
AP012057.2	0	0	0	0
AP012057.3	0	0	0	0
AP012057.4	0	0	0	0
AP012057.5	0	0	0	0
AP012057.6	0	0	0	0
AP012057.7	0	0	0	0
AP012157.1	0	0	0	0
AP012157.2	0	2	0	0
AP012157.3	0	0	0	0
AP012157.4	0	0	0	0
AP012157.5	0	0	0	0
AP012204.1	4	0	0	1
AP012204.2	0	0	0	0
AP012204.3	0	0	0	0
AP012204.4	0	1	0	0
AP012204.5	0	0	0	0
AP012204.6	0	0	0	0
AP012204.7	0	0	0	0
AP012204.8	0	0	0	0
AP012204.9	0	0	0	0
AP012211.1	0	0	0	0
AP012211.2	0	0	0	0
AP012211.3	0	0	0	0
AP012211.4	0	0	0	0
AP012211.5	0	0	0	0
AP012211.6	0	0	0	0
AP012224.1	0	0	0	0
AP012224.2	0	0	0	0
AP012224.3	0	0	0	0
AP012224.4	0	0	0	0
AP012224.5	0	1	0	0
AP012224.6	0	0	0	0
AP012224.7	0	0	0	0
AP012224.8	0	0	0	0
AP012279.1	0	0	0	0
AP012279.10	0	0	0	0
AP012279.11	1	0	0	0
AP012279.12	0	0	0	0
AP012279.2	0	0	0	0
AP012279.3	0	0	0	0
AP012279.4	0	0	0	0
AP012279.5	0	0	0	0
AP012279.6	0	0	0	0
AP012279.7	0	0	0	0
AP012279.8	0	0	0	0
AP012279.9	1	1	1	0
AP012284.1	0	0	0	0
AP012284.2	0	0	0	0
AP012284.3	0	0	0	0
AP012284.4	0	0	0	0
AP012284.5	1	0	0	0
AP012284.6	0	0	0	0
AP012292.1	0	0	0	0
AP012292.2	0	0	0	0
AP012292.3	0	0	0	0
AP012304.1	1	1	1	1
AP012304.2	0	0	0	0
AP012304.3	0	0	0	0
AP012304.4	0	0	0	0
AP012304.5	0	0	0	0
AP012304.6	0	0	0	0
AP012319.1	0	0	0	0
AP012319.10	0	0	0	0
AP012319.11	1	1	0	1
AP012319.12	0	0	0	0
AP012319.13	1	0	0	0
AP012319.14	0	0	0	0
AP012319.15	0	0	0	0
AP012319.2	0	0	0	0
AP012319.3	0	0	0	0
AP012319.4	0	0	0	0
AP012319.5	0	1	0	0
AP012319.6	0	0	0	0
AP012319.7	0	0	0	0
AP012319.8	0	0	0	0
AP012319.9	0	0	0	0
AP012320.1	0	0	0	0
AP012320.2	0	0	0	0
AP012320.3	0	0	0	0
AP012320.4	0	0	0	0
AP012320.5	2	1	0	0
AP012320.6	0	0	0	0
AP012320.7	0	0	0	0
AP012320.8	0	0	0	0
AP012336.1	3	2	2	0
AP012336.2	0	0	0	0
AP012336.3	0	0	0	0
AP012336.4	0	0	0	0
AP012336.5	0	0	0	0
AP012336.6	0	0	0	0
AP012340.1	0	0	0	0
AP012340.10	1	1	0	0
AP012340.11	0	0	0	0
AP012340.12	0	0	0	0
AP012340.13	7	6	4	3
AP012340.14	0	0	0	0
AP012340.15	1	0	0	0
AP012340.16	1	1	1	1
AP012340.2	0	0	0	0
AP012340.3	0	0	0	0
AP012340.4	1	1	1	1
AP012340.5	0	0	0	0
AP012340.6	1	3	1	1
AP012340.7	3	2	2	2
AP012340.8	2	2	2	2
AP012340.9	0	0	0	0
AP012495.1	0	0	0	0
AP012495.10	0	0	0	0
AP012495.11	0	0	0	0
AP012495.12	0	0	0	0
AP012495.13	16	9	8	1
AP012495.14	0	0	0	1
AP012495.15	0	0	0	0
AP012495.16	0	0	0	0
AP012495.17	0	0	0	0
AP012495.18	0	0	0	0
AP012495.19	0	1	0	0
AP012495.2	0	0	0	0
AP012495.20	0	0	0	0
AP012495.21	0	0	0	0
AP012495.22	0	0	0	0
AP012495.3	0	0	0	0
AP012495.4	0	0	0	0
AP012495.5	0	0	0	0
AP012495.6	0	0	0	0
AP012495.7	0	0	0	0
AP012495.8	0	0	0	0
AP012495.9	0	0	0	0
AP012555.1	1	1	0	0
AP012555.10	3	3	2	2
AP012555.11	0	0	0	0
AP012555.12	0	3	0	0
AP012555.13	2	3	2	2
AP012555.14	1	2	1	1
AP012555.15	0	0	0	0
AP012555.16	0	0	0	0
AP012555.17	0	0	0	0
AP012555.18	0	0	0	0
AP012555.19	0	0	0	0
AP012555.2	0	0	0	0
AP012555.20	0	0	0	0
AP012555.21	0	0	0	0
AP012555.3	0	0	0	0
AP012555.4	1	1	1	1
AP012555.5	0	0	0	0
AP012555.6	2	2	1	1
AP012555.7	1	2	0	0
AP012555.8	0	0	0	0
AP012555.9	0	2	0	0
AP012556.1	1	1	0	0
AP012603.1	0	0	0	0
AP012603.10	0	0	0	0
AP012603.11	0	0	0	0
AP012603.12	0	0	0	0
AP012603.13	0	0	0	0
AP012603.14	1	1	0	0
AP012603.15	0	0	0	0
AP012603.16	0	0	0	0
AP012603.17	0	0	0	0
AP012603.18	0	0	0	0
AP012603.19	0	0	0	0
AP012603.2	0	0	0	0
AP012603.3	0	0	0	0
AP012603.4	0	0	0	0
AP012603.5	0	1	0	1
AP012603.6	0	0	0	0
AP012603.7	0	0	0	0
AP012603.8	0	0	0	0
AP012603.9	0	0	0	0
AP013061.1	0	1	0	0
AP013061.2	0	0	0	0
AP013061.3	0	0	0	0
AP013061.4	0	0	0	0
AP013062.1	1	3	1	1
AP013063.1	0	0	0	0
AP013063.10	0	0	0	0
AP013063.11	0	0	0	0
AP013063.12	0	0	0	0
AP013063.2	0	0	0	0
AP013063.3	0	0	0	0
AP013063.4	0	1	0	0
AP013063.5	0	0	0	0
AP013063.6	0	0	0	0
AP013063.7	0	0	0	1
AP013063.8	0	0	0	0
AP013063.9	0	1	0	2
AP013068.1	0	0	0	0
AP013068.10	0	0	0	0
AP013068.2	0	0	0	0
AP013068.3	0	0	0	0
AP013068.4	0	0	0	0
AP013068.5	0	0	0	0
AP013068.6	0	0	0	1
AP013068.7	0	0	0	0
AP013068.8	0	0	0	0
AP013068.9	0	0	0	0
AP013070.1	0	0	0	0
AP013070.2	0	0	0	0
AP013070.3	0	0	0	0
AP013070.4	0	0	0	0
AP013070.5	0	0	0	0
AP013070.6	0	0	0	0
AP013070.7	0	0	0	0
AP013070.8	0	0	0	0
AP013070.9	0	0	0	0
AP013105.1	0	1	0	0
AP013105.2	0	0	0	0
AP014522.1	0	0	0	0
AP014522.10	0	0	0	0
AP014522.11	0	0	0	1
AP014522.12	0	0	0	0
AP014522.13	0	1	0	0
AP014522.14	0	1	0	0
AP014522.15	0	0	0	1
AP014522.16	0	0	0	0
AP014522.17	0	0	0	0
AP014522.18	0	0	0	0
AP014522.2	0	0	0	0
AP014522.3	0	0	0	0
AP014522.4	0	0	0	0
AP014522.5	0	0	0	0
AP014522.6	0	0	0	0
AP014522.7	0	0	0	0
AP014522.8	0	0	0	0
AP014522.9	3	2	0	1
AP014547.1	1	2	0	0
AP014547.10	0	0	0	0
AP014547.11	1	2	0	0
AP014547.12	0	0	0	0
AP014547.13	1	1	1	1
AP014547.14	0	0	0	0
AP014547.15	0	0	0	0
AP014547.16	0	0	0	0
AP014547.17	0	0	0	0
AP014547.18	1	1	1	1
AP014547.19	0	0	0	0
AP014547.2	0	0	0	0
AP014547.20	0	0	0	0
AP014547.21	0	0	0	0
AP014547.22	0	0	0	0
AP014547.23	0	0	0	0
AP014547.24	0	3	0	0
AP014547.25	0	0	0	0
AP014547.3	0	0	0	0
AP014547.4	0	0	0	0
AP014547.5	0	0	0	0
AP014547.6	2	4	1	1
AP014547.7	0	0	0	0
AP014547.8	0	0	0	0
AP014547.9	0	0	0	0
AP014579.1	0	0	0	0
AP014579.2	0	0	0	0
AP014579.3	0	0	0	0
AP014579.4	0	0	0	0
AP014583.1	0	0	0	0
AP014583.10	0	0	0	0
AP014583.2	0	0	0	0
AP014583.3	0	0	0	0
AP014583.4	0	0	0	0
AP014583.5	0	0	0	0
AP014583.6	0	0	0	0
AP014583.7	0	0	0	0
AP014583.8	0	0	0	0
AP014583.9	0	0	0	0
AP014624.1	0	0	0	0
AP014624.10	0	0	0	0
AP014624.11	0	0	0	0
AP014624.12	0	0	0	0
AP014624.13	0	0	0	0
AP014624.14	0	0	0	0
AP014624.15	0	0	0	0
AP014624.16	2	1	0	0
AP014624.17	0	0	0	0
AP014624.18	0	0	0	0
AP014624.19	0	0	0	0
AP014624.2	0	0	0	0
AP014624.20	0	0	0	0
AP014624.21	0	0	0	0
AP014624.3	0	0	0	0
AP014624.4	0	0	0	0
AP014624.5	0	1	0	0
AP014624.6	0	0	0	0
AP014624.7	0	0	0	0
AP014624.8	0	0	0	0
AP014624.9	0	0	0	0
AP014627.1	0	0	0	0
AP014627.10	0	0	0	1
AP014627.11	0	1	0	1
AP014627.12	0	0	0	0
AP014627.13	0	1	0	0
AP014627.14	0	0	0	0
AP014627.15	0	0	0	0
AP014627.16	0	0	0	0
AP014627.2	0	0	0	0
AP014627.3	0	0	0	0
AP014627.4	0	0	0	0
AP014627.5	0	0	0	0
AP014627.6	0	0	0	0
AP014627.7	0	0	0	0
AP014627.8	16	11	8	0
AP014627.9	0	0	0	0
AP014628.1	0	0	0	0
AP014628.10	0	0	0	1
AP014628.11	0	0	0	0
AP014628.12	0	1	0	0
AP014628.13	0	0	0	0
AP014628.14	0	0	0	0
AP014628.15	0	0	0	0
AP014628.2	0	0	0	0
AP014628.3	0	0	0	0
AP014628.4	0	0	0	0
AP014628.5	0	0	0	0
AP014628.6	0	0	0	0
AP014628.7	0	0	0	0
AP014628.8	0	0	0	0
AP014628.9	0	0	0	0
AP014633.1	1	1	0	0
AP014633.2	0	0	0	0
AP014633.3	0	0	0	0
AP014633.4	0	0	0	0
AP014633.5	0	0	0	0
AP014633.6	14	6	3	2
AP014633.7	0	0	0	1
AP014633.8	0	0	0	0
AP014633.9	0	0	0	0
AP014635.1	0	0	0	0
AP014635.2	0	0	0	0
AP014635.3	0	0	0	0
AP014635.4	0	1	0	0
AP014635.5	0	0	0	0
